# temp_init,temp_pred
2.460885047912597656e+00,2.349875926971435547e+00
1.014577969908714294e-01,6.508280038833618164e-01
3.569422006607055664e+00,3.649684906005859375e+00
1.842626929283142090e+00,1.798572540283203125e+00
2.694629907608032227e+00,2.914086341857910156e+00
2.608241438865661621e-01,6.416248083114624023e-01
3.161651611328125000e+00,3.444126605987548828e+00
1.891262888908386230e+00,1.541754603385925293e+00
1.159155249595642090e+00,1.404701828956604004e+00
1.658613421022891998e-02,6.416248083114624023e-01
3.012631654739379883e+00,3.084800481796264648e+00
4.402240812778472900e-01,6.508280038833618164e-01
1.641690731048583984e+00,1.415760278701782227e+00
7.184422612190246582e-01,6.508280038833618164e-01
1.454603314399719238e+00,1.622601866722106934e+00
1.548488736152648926e+00,1.659212589263916016e+00
2.928267419338226318e-01,6.508280038833618164e-01
3.759273290634155273e+00,3.405732631683349609e+00
1.209697008132934570e+00,6.416248083114624023e-01
2.912482023239135742e+00,2.502112865447998047e+00
8.706398308277130127e-02,6.416248083114624023e-01
3.612882137298583984e+00,2.698337554931640625e+00
2.882012128829956055e+00,3.037593603134155273e+00
2.124742031097412109e+00,1.667984962463378906e+00
2.174182891845703125e+00,2.011271953582763672e+00
1.690572381019592285e+00,1.553560495376586914e+00
1.814189314842224121e+00,1.887206912040710449e+00
2.789812326431274414e+00,2.951915740966796875e+00
2.362900495529174805e+00,2.395027637481689453e+00
1.444640398025512695e+00,1.729762673377990723e+00
3.708826065063476562e+00,3.419725418090820312e+00
9.965500235557556152e-01,6.416248083114624023e-01
2.418328523635864258e+00,2.476430416107177734e+00
1.604804039001464844e+00,1.578138470649719238e+00
7.922259569168090820e-01,6.508280038833618164e-01
1.630903929471969604e-01,6.416248083114624023e-01
1.669633686542510986e-01,6.508280038833618164e-01
1.353932023048400879e+00,6.508280038833618164e-01
1.079346179962158203e+00,6.416248083114624023e-01
1.034242510795593262e+00,6.416248083114624023e-01
2.196576356887817383e+00,2.346210479736328125e+00
2.444011211395263672e+00,2.614153385162353516e+00
1.779974699020385742e+00,1.799320220947265625e+00
2.318933486938476562e+00,3.168511867523193359e+00
3.579861164093017578e+00,3.377141475677490234e+00
3.948201656341552734e+00,3.346943855285644531e+00
3.541712045669555664e+00,3.075533390045166016e+00
3.351168394088745117e+00,3.022489547729492188e+00
2.922249317169189453e+00,3.319388866424560547e+00
1.607984542846679688e+00,1.977473497390747070e+00
3.892669200897216797e+00,2.866999149322509766e+00
2.998703002929687500e+00,3.466172695159912109e+00
2.232039690017700195e+00,2.576119422912597656e+00
3.563680410385131836e+00,3.430173873901367188e+00
5.181472897529602051e-01,6.508280038833618164e-01
1.570897817611694336e+00,1.569976925849914551e+00
7.891471683979034424e-02,6.416248083114624023e-01
1.222278594970703125e+00,6.416248083114624023e-01
6.598320603370666504e-01,6.508280038833618164e-01
3.106333494186401367e+00,3.206219673156738281e+00
1.425903677940368652e+00,6.508280038833618164e-01
2.676910400390625000e+00,3.519503116607666016e+00
2.485110044479370117e+00,2.536206007003784180e+00
7.699655890464782715e-01,6.508280038833618164e-01
3.948201656341552734e+00,3.716704845428466797e+00
1.139026507735252380e-01,6.508280038833618164e-01
1.981839299201965332e+00,2.025238513946533203e+00
2.999887943267822266e+00,3.209729194641113281e+00
9.810616374015808105e-01,6.508280038833618164e-01
3.697568178176879883e+00,3.825137615203857422e+00
2.808604478836059570e+00,2.987258911132812500e+00
2.294882774353027344e+00,2.256796121597290039e+00
1.237475872039794922e+00,6.508280038833618164e-01
1.909531831741333008e+00,2.119693756103515625e+00
1.048324942588806152e+00,6.508280038833618164e-01
3.497938811779022217e-02,6.416248083114624023e-01
1.859209060668945312e+00,1.689795374870300293e+00
1.066699624061584473e+00,6.416248083114624023e-01
3.891556739807128906e+00,3.417241096496582031e+00
1.361814975738525391e+00,1.391502618789672852e+00
4.264281094074249268e-01,6.508280038833618164e-01
9.625390172004699707e-01,6.508280038833618164e-01
3.991732358932495117e+00,3.396700859069824219e+00
8.111882805824279785e-01,6.416248083114624023e-01
2.121482133865356445e+00,2.022068977355957031e+00
3.715884923934936523e+00,3.289070129394531250e+00
1.114258289337158203e+00,6.508280038833618164e-01
3.232287168502807617e+00,3.261834144592285156e+00
3.861399650573730469e+00,3.480252742767333984e+00
3.700376033782958984e+00,3.582002162933349609e+00
9.488663077354431152e-01,6.508280038833618164e-01
2.418328523635864258e+00,2.454189777374267578e+00
1.864457011222839355e+00,1.951288342475891113e+00
2.948620319366455078e+00,2.387057542800903320e+00
2.387331485748291016e+00,2.963218688964843750e+00
2.192930221557617188e+00,2.041524648666381836e+00
6.940597891807556152e-01,6.508280038833618164e-01
1.771699309349060059e+00,1.933902025222778320e+00
2.104123592376708984e+00,1.946533441543579102e+00
2.056344300508499146e-01,6.416248083114624023e-01
1.010895334184169769e-02,6.416248083114624023e-01
3.977539539337158203e+00,3.632328033447265625e+00
1.810253500938415527e+00,1.495457887649536133e+00
2.315687179565429688e+00,2.804121732711791992e+00
1.371575713157653809e+00,6.416248083114624023e-01
6.857002973556518555e-01,6.416248083114624023e-01
2.190357446670532227e+00,2.064470767974853516e+00
3.286877155303955078e+00,3.451944351196289062e+00
6.481120586395263672e-01,6.416248083114624023e-01
3.311106681823730469e+00,3.354845762252807617e+00
2.489720582962036133e+00,2.931174278259277344e+00
1.222278594970703125e+00,1.232791066169738770e+00
2.552626609802246094e+00,3.223835468292236328e+00
3.333716988563537598e-01,6.508280038833618164e-01
1.291777253150939941e+00,1.651356458663940430e+00
2.264865159988403320e+00,1.949672102928161621e+00
2.148957729339599609e+00,2.125625610351562500e+00
9.782137721776962280e-02,6.416248083114624023e-01
4.909398555755615234e-01,6.508280038833618164e-01
3.717615008354187012e-01,6.508280038833618164e-01
1.080953121185302734e+00,6.416248083114624023e-01
3.973915100097656250e+00,3.421631336212158203e+00
1.079806923866271973e+00,6.416248083114624023e-01
3.098625421524047852e+00,2.880682945251464844e+00
6.765806674957275391e-01,6.508280038833618164e-01
1.549690365791320801e+00,1.770997643470764160e+00
1.373058915138244629e+00,1.320861697196960449e+00
2.428788393735885620e-01,6.416248083114624023e-01
2.140656113624572754e-02,6.416248083114624023e-01
1.120191216468811035e+00,6.416248083114624023e-01
3.620188236236572266e+00,3.042365312576293945e+00
1.020686507225036621e+00,6.508280038833618164e-01
3.927573561668395996e-01,6.416248083114624023e-01
2.570148229598999023e+00,2.867916584014892578e+00
8.266273140907287598e-01,6.508280038833618164e-01
9.380629062652587891e-01,6.508280038833618164e-01
2.611884288489818573e-02,6.416248083114624023e-01
2.683686017990112305e+00,2.790457248687744141e+00
1.057985067367553711e+00,6.416248083114624023e-01
9.726356863975524902e-01,6.416248083114624023e-01
8.556460142135620117e-01,6.416248083114624023e-01
2.444011211395263672e+00,2.531344890594482422e+00
5.590345263481140137e-01,6.416248083114624023e-01
5.474000573158264160e-01,6.508280038833618164e-01
2.780142545700073242e+00,2.838588237762451172e+00
8.685798048973083496e-01,6.508280038833618164e-01
1.344860553741455078e+00,6.416248083114624023e-01
1.066699624061584473e+00,6.508280038833618164e-01
1.643326401710510254e+00,1.923733234405517578e+00
3.944005727767944336e+00,3.157398223876953125e+00
3.233559370040893555e+00,3.240680217742919922e+00
3.662003993988037109e+00,3.415171146392822266e+00
1.942651867866516113e+00,2.055678844451904297e+00
2.768377780914306641e+00,2.966815471649169922e+00
1.643326401710510254e+00,1.357874512672424316e+00
3.563680410385131836e+00,3.281239032745361328e+00
2.196203470230102539e+00,2.177711963653564453e+00
2.276419162750244141e+00,2.610341548919677734e+00
3.395997524261474609e+00,3.046656608581542969e+00
2.174182891845703125e+00,2.215253353118896484e+00
2.135522603988647461e+00,2.028305768966674805e+00
3.253150463104248047e+00,2.894842624664306641e+00
2.992712974548339844e+00,3.506153583526611328e+00
3.954977273941040039e+00,3.460919857025146484e+00
7.153688669204711914e-01,6.508280038833618164e-01
6.685115694999694824e-01,6.508280038833618164e-01
3.004893541336059570e+00,3.629000663757324219e+00
2.935621500015258789e+00,3.714367866516113281e+00
1.607198834419250488e+00,1.779178261756896973e+00
4.583354592323303223e-01,6.508280038833618164e-01
3.849939346313476562e+00,3.528506278991699219e+00
2.947314023971557617e+00,3.199090957641601562e+00
1.439292550086975098e+00,6.416248083114624023e-01
1.338694453239440918e+00,1.644313335418701172e+00
1.014577969908714294e-01,6.416248083114624023e-01
1.590067267417907715e+00,1.521155953407287598e+00
9.625390172004699707e-01,6.508280038833618164e-01
1.417807340621948242e+00,1.473055481910705566e+00
5.034968852996826172e-01,6.416248083114624023e-01
1.570897817611694336e+00,1.796598196029663086e+00
3.452998399734497070e+00,3.466444015502929688e+00
2.930250167846679688e+00,2.985841512680053711e+00
3.268758773803710938e+00,4.123917579650878906e+00
2.882012128829956055e+00,3.223765850067138672e+00
1.332796692848205566e+00,1.641996264457702637e+00
8.396635651588439941e-01,6.508280038833618164e-01
1.373058915138244629e+00,1.698751926422119141e+00
1.578454971313476562e+00,6.416248083114624023e-01
5.210884809494018555e-01,6.508280038833618164e-01
2.383943319320678711e+00,2.229386568069458008e+00
2.807738065719604492e+00,2.482664585113525391e+00
3.470519542694091797e+00,3.028086423873901367e+00
5.891274809837341309e-01,6.508280038833618164e-01
6.225557923316955566e-01,6.508280038833618164e-01
2.124742031097412109e+00,1.916762113571166992e+00
3.883095681667327881e-01,6.416248083114624023e-01
3.099048376083374023e+00,3.557994842529296875e+00
4.426249265670776367e-01,6.416248083114624023e-01
5.894699096679687500e-01,6.416248083114624023e-01
1.010125041007995605e+00,6.508280038833618164e-01
3.454109191894531250e+00,3.009397029876708984e+00
3.956344127655029297e-01,6.508280038833618164e-01
3.514063358306884766e+00,3.364688873291015625e+00
4.577313363552093506e-01,6.508280038833618164e-01
8.775125145912170410e-01,6.508280038833618164e-01
3.680465459823608398e+00,3.395882606506347656e+00
1.667368769645690918e+00,1.810595512390136719e+00
1.699920296669006348e+00,1.639940023422241211e+00
1.641690731048583984e+00,1.713920950889587402e+00
2.694629907608032227e+00,3.415238380432128906e+00
1.779974699020385742e+00,1.850066184997558594e+00
1.446567296981811523e+00,1.425615072250366211e+00
1.942651867866516113e+00,1.842890262603759766e+00
3.836473941802978516e+00,2.846195697784423828e+00
5.793397426605224609e-01,6.416248083114624023e-01
3.273926973342895508e+00,3.363575458526611328e+00
2.806313753128051758e+00,3.367915153503417969e+00
1.677728295326232910e+00,1.718563318252563477e+00
3.526751279830932617e+00,3.086795330047607422e+00
3.763200342655181885e-02,6.416248083114624023e-01
3.727843523025512695e+00,3.227980136871337891e+00
3.027475357055664062e+00,3.799167156219482422e+00
3.918097496032714844e+00,3.635715007781982422e+00
3.879456520080566406e+00,3.693145275115966797e+00
1.626628994941711426e+00,1.441354751586914062e+00
1.048324942588806152e+00,6.416248083114624023e-01
3.442817926406860352e+00,3.427339076995849609e+00
1.141033887863159180e+00,6.508280038833618164e-01
8.396195173263549805e-01,6.508280038833618164e-01
1.271504163742065430e+00,6.416248083114624023e-01
8.222768902778625488e-01,6.508280038833618164e-01
1.010895334184169769e-02,6.416248083114624023e-01
1.154621839523315430e+00,6.416248083114624023e-01
6.583191752433776855e-01,6.416248083114624023e-01
2.114581108093261719e+00,2.018767356872558594e+00
1.166374802589416504e+00,6.416248083114624023e-01
2.192930221557617188e+00,2.340297698974609375e+00
2.061641812324523926e-01,6.416248083114624023e-01
1.977847814559936523e+00,2.188421249389648438e+00
3.553090572357177734e+00,3.389495372772216797e+00
1.293141841888427734e+00,1.299695134162902832e+00
8.515616655349731445e-01,6.416248083114624023e-01
1.828293681144714355e+00,1.803501129150390625e+00
3.177894592285156250e+00,3.260018825531005859e+00
2.383943319320678711e+00,2.142625570297241211e+00
8.558006584644317627e-02,6.508280038833618164e-01
8.111882805824279785e-01,6.508280038833618164e-01
