# temp_init,temp_pred
2.605381727218627930e+00,2.774044752120971680e+00
1.654878258705139160e+00,1.583842992782592773e+00
2.679775953292846680e+00,2.860084533691406250e+00
2.286860704421997070e+00,2.278129339218139648e+00
2.136751651763916016e+00,2.137300491333007812e+00
1.624271154403686523e+00,1.712934017181396484e+00
2.059894800186157227e+00,1.893527507781982422e+00
3.068999767303466797e+00,2.661534070968627930e+00
2.030537605285644531e+00,2.033196449279785156e+00
2.057886123657226562e+00,2.204368591308593750e+00
2.789475679397583008e+00,2.814244270324707031e+00
3.116271495819091797e+00,2.952205181121826172e+00
1.748079061508178711e+00,1.705006599426269531e+00
2.569421052932739258e+00,2.879349231719970703e+00
2.649551153182983398e+00,2.931253433227539062e+00
2.831833839416503906e+00,2.745750427246093750e+00
1.778244137763977051e+00,1.739236831665039062e+00
2.510926485061645508e+00,2.700559139251708984e+00
2.172188758850097656e+00,2.244978904724121094e+00
2.305603742599487305e+00,2.213036060333251953e+00
2.198090076446533203e+00,2.072180747985839844e+00
2.136751651763916016e+00,1.997171878814697266e+00
2.027796983718872070e+00,2.160988092422485352e+00
2.426182270050048828e+00,2.763784885406494141e+00
1.509891271591186523e+00,1.585736989974975586e+00
3.147169828414916992e+00,3.094569206237792969e+00
1.530906915664672852e+00,1.586523532867431641e+00
2.658724784851074219e+00,2.791701316833496094e+00
2.108670711517333984e+00,2.085407972335815430e+00
1.923070669174194336e+00,1.985633969306945801e+00
2.403576612472534180e+00,2.188909053802490234e+00
1.875305056571960449e+00,1.788690805435180664e+00
2.760159730911254883e+00,2.732854366302490234e+00
2.487618207931518555e+00,2.495622634887695312e+00
2.721528768539428711e+00,2.743105888366699219e+00
2.537091016769409180e+00,2.466524124145507812e+00
1.528661012649536133e+00,1.684237360954284668e+00
2.610479116439819336e+00,2.649026393890380859e+00
2.458384037017822266e+00,2.228708028793334961e+00
2.057886123657226562e+00,2.158714771270751953e+00
2.139056205749511719e+00,2.118249416351318359e+00
2.136751651763916016e+00,2.122926235198974609e+00
2.349009037017822266e+00,2.435703039169311523e+00
2.845167160034179688e+00,2.925503253936767578e+00
2.205530881881713867e+00,1.952882289886474609e+00
1.624271154403686523e+00,1.724237918853759766e+00
2.595269680023193359e+00,3.050925254821777344e+00
1.524839401245117188e+00,1.633127570152282715e+00
2.070672512054443359e+00,2.062772750854492188e+00
2.215251207351684570e+00,2.412292718887329102e+00
2.325022220611572266e+00,2.186730623245239258e+00
3.102426528930664062e+00,2.889858722686767578e+00
3.006648302078247070e+00,3.125060558319091797e+00
2.185394287109375000e+00,2.119628906250000000e+00
2.570951938629150391e+00,2.442169666290283203e+00
2.780708789825439453e+00,2.957089424133300781e+00
1.751955628395080566e+00,1.881923913955688477e+00
1.606157183647155762e+00,1.635495066642761230e+00
2.719154119491577148e+00,2.583222866058349609e+00
2.122542858123779297e+00,1.923410415649414062e+00
1.846185088157653809e+00,2.033839225769042969e+00
1.928791642189025879e+00,1.844763278961181641e+00
3.117788553237915039e+00,2.845864057540893555e+00
2.496145963668823242e+00,2.436861276626586914e+00
1.619302153587341309e+00,1.626227617263793945e+00
1.996486663818359375e+00,2.174580097198486328e+00
