# temp_init,temp_pred
2.536102771759033203e+00,2.613971471786499023e+00
2.536102771759033203e+00,2.378137588500976562e+00
2.536102771759033203e+00,3.228519916534423828e+00
2.536102771759033203e+00,2.342206478118896484e+00
2.536102771759033203e+00,3.134721517562866211e+00
3.037626504898071289e+00,3.507760763168334961e+00
3.037626504898071289e+00,2.704941272735595703e+00
3.037626504898071289e+00,3.169066905975341797e+00
3.037626504898071289e+00,2.576012611389160156e+00
3.037626504898071289e+00,3.176088094711303711e+00
2.534816503524780273e+00,2.529562950134277344e+00
2.534816503524780273e+00,2.579694271087646484e+00
2.534816503524780273e+00,2.678992033004760742e+00
2.534816503524780273e+00,3.142152309417724609e+00
2.534816503524780273e+00,2.931895732879638672e+00
3.692792654037475586e+00,3.546406030654907227e+00
3.692792654037475586e+00,3.489020347595214844e+00
3.692792654037475586e+00,3.351901292800903320e+00
3.692792654037475586e+00,3.246750593185424805e+00
3.692792654037475586e+00,3.506712436676025391e+00
7.637115716934204102e-01,8.087617158889770508e-01
7.637115716934204102e-01,8.087617158889770508e-01
7.637115716934204102e-01,8.093385696411132812e-01
7.637115716934204102e-01,8.087617158889770508e-01
7.637115716934204102e-01,8.093385696411132812e-01
3.086544871330261230e-01,8.087617158889770508e-01
3.086544871330261230e-01,8.087617158889770508e-01
3.086544871330261230e-01,8.093385696411132812e-01
3.086544871330261230e-01,8.087617158889770508e-01
3.086544871330261230e-01,8.093385696411132812e-01
3.205339431762695312e+00,3.645666360855102539e+00
3.205339431762695312e+00,2.967293977737426758e+00
3.205339431762695312e+00,3.139670133590698242e+00
3.205339431762695312e+00,3.579879760742187500e+00
3.205339431762695312e+00,3.470403909683227539e+00
1.659171342849731445e+00,8.093385696411132812e-01
1.659171342849731445e+00,8.093385696411132812e-01
1.659171342849731445e+00,1.838457822799682617e+00
1.659171342849731445e+00,1.671234607696533203e+00
1.659171342849731445e+00,8.087617158889770508e-01
2.596655607223510742e+00,3.088093280792236328e+00
2.596655607223510742e+00,2.730034351348876953e+00
2.596655607223510742e+00,2.692598104476928711e+00
2.596655607223510742e+00,2.529632806777954102e+00
2.596655607223510742e+00,3.108753681182861328e+00
9.696479439735412598e-01,8.087617158889770508e-01
9.696479439735412598e-01,8.093385696411132812e-01
9.696479439735412598e-01,8.087617158889770508e-01
9.696479439735412598e-01,8.093385696411132812e-01
9.696479439735412598e-01,8.087617158889770508e-01
4.402512013912200928e-01,8.093385696411132812e-01
4.402512013912200928e-01,8.093385696411132812e-01
4.402512013912200928e-01,8.093385696411132812e-01
4.402512013912200928e-01,8.093385696411132812e-01
4.402512013912200928e-01,8.093385696411132812e-01
6.725954413414001465e-01,8.093385696411132812e-01
6.725954413414001465e-01,8.093385696411132812e-01
6.725954413414001465e-01,8.093385696411132812e-01
6.725954413414001465e-01,8.087617158889770508e-01
6.725954413414001465e-01,8.093385696411132812e-01
3.697796106338500977e+00,3.791099548339843750e+00
3.697796106338500977e+00,3.105429410934448242e+00
3.697796106338500977e+00,3.479213714599609375e+00
3.697796106338500977e+00,3.274448871612548828e+00
